"","this","needs_this","type"
"3133","bridgedist","stats","imports"
"3134","bridgedist","knitr","suggests"
"3135","bridgedist","rmarkdown","suggests"
"3136","bridgedist","reshape2","suggests"
"3137","bridgedist","ggplot2","suggests"
"3138","bridgedist","testthat","suggests"
"3139","cbinom","Rcpp","imports"
"3140","CDVine","R","depends"
"3141","CDVine","MASS","imports"
"3142","CDVine","mvtnorm","imports"
"3143","CDVine","graphics","imports"
"3144","CDVine","igraph","imports"
"3145","CDVine","stats","imports"
"3146","CircStats","MASS","depends"
"3147","CircStats","boot","depends"
"3148","circular","R","depends"
"3149","circular","stats","depends"
"3150","circular","boot","imports"
"3151","circular","mvtnorm","imports"
"3152","cmvnorm","emulator","depends"
"3153","cmvnorm","elliptic","imports"
"3154","cmvnorm","knitr","suggests"
"3155","coga","R","depends"
"3156","coga","stats","imports"
"3157","coga","Rcpp","imports"
"3158","coga","testthat","suggests"
"3159","coga","R.rsp","suggests"
"3160","CompGLM","Rcpp","imports"
"3161","CompGLM","stats","imports"
"3162","CompGLM","testthat","suggests"
"3163","CompGLM","devtools","suggests"
"3164","CompGLM","roxygen2","suggests"
"3165","CompGLM","covr","suggests"
"3166","CompGLM","lintr","suggests"
"3167","CompLognormal","R","depends"
"3168","CompLognormal","numDeriv","depends"
"3169","compoisson","stats","depends"
"3170","compoisson","MASS","depends"
"3171","Compositional","R","depends"
"3172","Compositional","sn","imports"
"3173","Compositional","mixture","imports"
"3174","Compositional","doParallel","imports"
"3175","Compositional","stats","imports"
"3176","Compositional","parallel","imports"
"3177","Compositional","foreach","imports"
"3178","Compositional","MASS","imports"
"3179","Compositional","fields","imports"
"3180","Compositional","emplik","imports"
"3181","Compositional","Rfast","imports"
"3182","compositions","R","depends"
"3183","compositions","tensorA","depends"
"3184","compositions","robustbase","depends"
"3185","compositions","energy","depends"
"3186","compositions","bayesm","depends"
"3187","compositions","rgl","suggests"
"3188","compositions","combinat","suggests"
"3189","Compounding","R","depends"
"3190","Compounding","hypergeo","depends"
"3191","condMVNorm","R","depends"
"3192","condMVNorm","mvtnorm","depends"
"3193","condMVNorm","stats","imports"
"3194","copBasic","R","depends"
"3195","copBasic","lmomco","imports"
"3196","copBasic","randtoolbox","imports"
"3197","copBasic","copula","suggests"
"3198","copula","R","depends"
"3199","copula","stats","imports"
"3200","copula","graphics","imports"
"3201","copula","methods","imports"
"3202","copula","stats4","imports"
"3203","copula","Matrix","imports"
"3204","copula","lattice","imports"
"3205","copula","colorspace","imports"
"3206","copula","gsl","imports"
"3207","copula","ADGofTest","imports"
"3208","copula","stabledist","imports"
"3209","copula","mvtnorm","imports"
"3210","copula","pcaPP","imports"
"3211","copula","pspline","imports"
"3212","copula","numDeriv","imports"
"3213","copula","MASS","suggests"
"3214","copula","KernSmooth","suggests"
"3215","copula","sfsmisc","suggests"
"3216","copula","scatterplot3d","suggests"
"3217","copula","Rmpfr","suggests"
"3218","copula","bbmle","suggests"
"3219","copula","knitr","suggests"
"3220","copula","abind","suggests"
"3221","copula","crop","suggests"
"3222","copula","gridExtra","suggests"
"3223","copula","lcopula","suggests"
"3224","copula","mev","suggests"
"3225","copula","mvnormtest","suggests"
"3226","copula","parallel","suggests"
"3227","copula","partitions","suggests"
"3228","copula","polynom","suggests"
"3229","copula","qrng","suggests"
"3230","copula","randtoolbox","suggests"
"3231","copula","rugarch","suggests"
"3232","copula","Runuran","suggests"
"3233","copula","tseries","suggests"
"3234","copula","VGAM","suggests"
"3235","copula","VineCopula","suggests"
"3236","copula","zoo","suggests"
"3237","cpd","R","depends"
"3238","cpd","fAsianOptions","imports"
"3239","cpd","Rdpack","imports"
"3240","csn","R","depends"
"3241","csn","mvtnorm","imports"
"3242","degreenet","igraph","imports"
"3243","degreenet","network","imports"
"3244","Delaporte","R","depends"
"3245","Delaporte","stats","imports"
"3246","Delaporte","testthat","suggests"
"3247","dirmult","R","depends"
"3248","DiscreteInverseWeibull","Rsolnp","depends"
"3249","DiscreteWeibull","Rsolnp","depends"
"3250","DiscreteWeibull","stats","depends"
"3251","distcrete","knitr","suggests"
"3252","distcrete","rmarkdown","suggests"
"3253","distcrete","testthat","suggests"
"3254","distr","R","depends"
"3255","distr","methods","depends"
"3256","distr","graphics","depends"
"3257","distr","startupmsg","depends"
"3258","distr","sfsmisc","depends"
"3259","distr","stats","imports"
"3260","distr","grDevices","imports"
"3261","distr","utils","imports"
"3262","distr","MASS","imports"
"3263","distr","distrEx","suggests"
"3264","distr","svUnit","suggests"
"3265","distr","knitr","suggests"
"3266","distrDoc","R","depends"
"3267","distrDoc","distr","imports"
"3268","distrDoc","distrEx","imports"
"3269","distrDoc","distrSim","imports"
"3270","distrDoc","distrTEst","imports"
"3271","distrDoc","distrTeach","imports"
"3272","distrDoc","RandVar","imports"
"3273","distrDoc","distrMod","imports"
"3274","distrDoc","MASS","imports"
"3275","distrDoc","methods","imports"
"3276","distrDoc","startupmsg","imports"
"3277","distrDoc","Biobase","suggests"
"3278","distrDoc","knitr","suggests"
"3279","distrEllipse","R","depends"
"3280","distrEllipse","methods","depends"
"3281","distrEllipse","graphics","depends"
"3282","distrEllipse","mvtnorm","depends"
"3283","distrEllipse","setRNG","depends"
"3284","distrEllipse","distr","depends"
"3285","distrEllipse","distrEx","depends"
"3286","distrEllipse","distrSim","depends"
"3287","distrEllipse","startupmsg","imports"
"3288","distrEllipse","stats","imports"
"3289","distrEllipse","distrMod","suggests"
"3290","distrEllipse","distrTEst","suggests"
"3291","distrEx","R","depends"
"3292","distrEx","methods","depends"
"3293","distrEx","distr","depends"
"3294","distrEx","startupmsg","imports"
"3295","distrEx","utils","imports"
"3296","distrEx","stats","imports"
"3297","distrEx","tcltk","suggests"
"3298","DistributionUtils","R","depends"
"3299","DistributionUtils","GeneralizedHyperbolic","suggests"
"3300","DistributionUtils","VarianceGamma","suggests"
"3301","DistributionUtils","SkewHyperbolic","suggests"
"3302","DistributionUtils","RUnit","suggests"
"3303","distrMod","R","depends"
"3304","distrMod","distr","depends"
"3305","distrMod","distrEx","depends"
"3306","distrMod","RandVar","depends"
"3307","distrMod","MASS","depends"
"3308","distrMod","stats4","depends"
"3309","distrMod","methods","depends"
"3310","distrMod","startupmsg","imports"
"3311","distrMod","sfsmisc","imports"
"3312","distrMod","graphics","imports"
"3313","distrMod","stats","imports"
"3314","distrMod","grDevices","imports"
"3315","distrMod","ismev","suggests"
"3316","distrMod","evd","suggests"
"3317","distrSim","R","depends"
"3318","distrSim","methods","depends"
"3319","distrSim","graphics","depends"
"3320","distrSim","setRNG","depends"
"3321","distrSim","distr","depends"
"3322","distrSim","startupmsg","imports"
"3323","distrSim","stats","imports"
"3324","distrSim","grDevices","imports"
"3325","distrSim","distrEx","suggests"
"3326","distrTeach","R","depends"
"3327","distrTeach","methods","depends"
"3328","distrTeach","distr","depends"
"3329","distrTeach","distrEx","depends"
"3330","distrTeach","startupmsg","imports"
"3331","distrTeach","grDevices","imports"
"3332","distrTeach","graphics","imports"
"3333","distrTeach","stats","imports"
"3334","distrTeach","tcltk","suggests"
"3335","distrTEst","R","depends"
"3336","distrTEst","methods","depends"
"3337","distrTEst","graphics","depends"
"3338","distrTEst","setRNG","depends"
"3339","distrTEst","distrSim","depends"
"3340","distrTEst","startupmsg","imports"
"3341","distrTEst","utils","imports"
"3342","distrTEst","distrEx","suggests"
"3343","distTails","R","depends"
"3344","distTails","ercv","imports"
"3345","distTails","gsl","imports"
"3346","distTails","MASS","imports"
"3347","dng","R","depends"
"3348","dng","Rcpp","imports"
"3349","dng","testthat","suggests"
"3350","dqrng","R","depends"
"3351","dqrng","Rcpp","imports"
"3352","dqrng","testthat","suggests"
"3353","dqrng","knitr","suggests"
"3354","dqrng","rmarkdown","suggests"
"3355","e1071","graphics","imports"
"3356","e1071","grDevices","imports"
"3357","e1071","class","imports"
"3358","e1071","stats","imports"
"3359","e1071","methods","imports"
"3360","e1071","utils","imports"
"3361","e1071","cluster","suggests"
"3362","e1071","mlbench","suggests"
"3363","e1071","nnet","suggests"
"3364","e1071","randomForest","suggests"
"3365","e1071","rpart","suggests"
"3366","e1071","SparseM","suggests"
"3367","e1071","xtable","suggests"
"3368","e1071","Matrix","suggests"
"3369","e1071","MASS","suggests"
"3370","e1071","slam","suggests"
"3371","ecd","R","depends"
"3372","ecd","stats","imports"
"3373","ecd","utils","imports"
"3374","ecd","Rmpfr","imports"
"3375","ecd","gsl","imports"
"3376","ecd","RcppFaddeeva","imports"
"3377","ecd","polynom","imports"
"3378","ecd","xts","imports"
"3379","ecd","zoo","imports"
"3380","ecd","optimx","imports"
"3381","ecd","moments","imports"
"3382","ecd","stabledist","imports"
"3383","ecd","parallel","imports"
"3384","ecd","graphics","imports"
"3385","ecd","ggplot2","imports"
"3386","ecd","gridExtra","imports"
"3387","ecd","xtable","imports"
"3388","ecd","methods","imports"
"3389","ecd","yaml","imports"
"3390","ecd","RSQLite","imports"
"3391","ecd","digest","imports"
"3392","ecd","knitr","suggests"
"3393","ecd","testthat","suggests"
"3394","ecd","roxygen2","suggests"
"3395","ecd","ghyp","suggests"
"3396","ecd","fOptions","suggests"
"3397","ecd","shape","suggests"
"3398","Emcdf","R","depends"
"3399","Emcdf","lattice","depends"
"3400","Emcdf","Rcpp","imports"
"3401","Emcdf","methods","imports"
"3402","emdbook","MASS","imports"
"3403","emdbook","lattice","imports"
"3404","emdbook","plyr","imports"
"3405","emdbook","coda","imports"
"3406","emdbook","bbmle","imports"
"3407","emdbook","R2jags","suggests"
"3408","emdbook","ellipse","suggests"
"3409","emdbook","SuppDists","suggests"
"3410","emdbook","numDeriv","suggests"
"3411","emdbook","testthat","suggests"
"3412","emdbook","rgl","suggests"
"3413","emg","R","depends"
"3414","emg","stats","depends"
"3415","emg","stats4","depends"
"3416","empichar","Rcpp","imports"
"3417","empichar","testthat","suggests"
"3418","empichar","spelling","suggests"
"3419","empichar","covr","suggests"
"3420","EnvStats","R","depends"
"3421","EnvStats","MASS","imports"
"3422","EnvStats","ggplot2","imports"
"3423","EnvStats","nortest","imports"
"3424","EnvStats","lattice","suggests"
"3425","EnvStats","qcc","suggests"
"3426","EnvStats","sp","suggests"
"3427","EnvStats","boot","suggests"
"3428","evd","stats","imports"
"3429","evd","grDevices","imports"
"3430","evd","graphics","imports"
"3431","evd","akima","suggests"
"3432","evdbayes","R","depends"
"3433","evir","stats","depends"
"3434","evmix","stats","depends"
"3435","evmix","graphics","depends"
"3436","evmix","MASS","depends"
"3437","evmix","splines","depends"
"3438","evmix","gsl","depends"
"3439","evmix","SparseM","depends"
"3440","evmix","grDevices","depends"
"3441","extraDistr","R","depends"
"3442","extraDistr","Rcpp","imports"
"3443","extraDistr","testthat","suggests"
"3444","extraDistr","LaplacesDemon","suggests"
"3445","extraDistr","VGAM","suggests"
"3446","extraDistr","evd","suggests"
"3447","extraDistr","hoa","suggests"
"3448","extraDistr","skellam","suggests"
"3449","extraDistr","triangle","suggests"
"3450","extraDistr","actuar","suggests"
"3451","extremefit","R","depends"
"3452","extremefit","survival","suggests"
"3453","extremefit","R.rsp","suggests"
"3454","FAdist","stats","imports"
"3455","FatTailsR","R","depends"
"3456","FatTailsR","minpack.lm","imports"
"3457","FatTailsR","timeSeries","imports"
"3458","FatTailsR","parallel","imports"
"3459","FatTailsR","methods","imports"
"3460","FatTailsR","stats","imports"
"3461","FatTailsR","zoo","suggests"
"3462","FatTailsR","xts","suggests"
"3463","fBasics","R","depends"
"3464","fBasics","timeDate","depends"
"3465","fBasics","timeSeries","depends"
"3466","fBasics","stats","imports"
"3467","fBasics","grDevices","imports"
"3468","fBasics","graphics","imports"
"3469","fBasics","methods","imports"
"3470","fBasics","utils","imports"
"3471","fBasics","MASS","imports"
"3472","fBasics","spatial","imports"
"3473","fBasics","gss","imports"
"3474","fBasics","stabledist","imports"
"3475","fBasics","akima","suggests"
"3476","fBasics","RUnit","suggests"
"3477","fBasics","tcltk","suggests"
"3478","fCopulae","R","depends"
"3479","fCopulae","timeDate","depends"
"3480","fCopulae","timeSeries","depends"
"3481","fCopulae","fBasics","depends"
"3482","fCopulae","fMultivar","depends"
"3483","fCopulae","grDevices","imports"
"3484","fCopulae","graphics","imports"
"3485","fCopulae","stats","imports"
"3486","fCopulae","methods","suggests"
"3487","fCopulae","RUnit","suggests"
"3488","fCopulae","tcltk","suggests"
"3489","fCopulae","mvtnorm","suggests"
"3490","fCopulae","sn","suggests"
"3491","fExtremes","R","depends"
"3492","fExtremes","timeDate","depends"
"3493","fExtremes","timeSeries","depends"
"3494","fExtremes","fBasics","depends"
"3495","fExtremes","fGarch","depends"
"3496","fExtremes","methods","imports"
"3497","fExtremes","graphics","imports"
"3498","fExtremes","stats","imports"
"3499","fExtremes","RUnit","suggests"
"3500","fExtremes","tcltk","suggests"
"3501","fitdistrplus","R","depends"
"3502","fitdistrplus","MASS","depends"
"3503","fitdistrplus","grDevices","depends"
"3504","fitdistrplus","survival","depends"
"3505","fitdistrplus","methods","depends"
"3506","fitdistrplus","npsurv","depends"
"3507","fitdistrplus","stats","imports"
"3508","fitdistrplus","actuar","suggests"
"3509","fitdistrplus","rgenoud","suggests"
"3510","fitdistrplus","mc2d","suggests"
"3511","fitdistrplus","gamlss.dist","suggests"
"3512","fitdistrplus","knitr","suggests"
"3513","fitdistrplus","knitcitations","suggests"
"3514","fitdistrplus","ggplot2","suggests"
"3515","fitdistrplus","GeneralizedHyperbolic","suggests"
"3516","fitteR","R","depends"
"3517","fitteR","methods","depends"
"3518","fitteR","stats","imports"
"3519","fitteR","utils","imports"
"3520","fitteR","DT","imports"
"3521","fitteR","shiny","imports"
"3522","fitteR","dplyr","imports"
"3523","fitteR","maxLik","imports"
"3524","fitteR","R.utils","imports"
"3525","fitteR","tools","imports"
"3526","fitteR","actuar","suggests"
"3527","fitteR","ald","suggests"
"3528","fitteR","benchden","suggests"
"3529","fitteR","BiasedUrn","suggests"
"3530","fitteR","bridgedist","suggests"
"3531","fitteR","Davies","suggests"
"3532","fitteR","DiscreteInverseWeibull","suggests"
"3533","fitteR","DiscreteLaplace","suggests"
"3534","fitteR","DiscreteWeibull","suggests"
"3535","fitteR","emdbook","suggests"
"3536","fitteR","emg","suggests"
"3537","fitteR","EnvStats","suggests"
"3538","fitteR","evd","suggests"
"3539","fitteR","evir","suggests"
"3540","fitteR","ExtDist","suggests"
"3541","fitteR","extremefit","suggests"
"3542","fitteR","FAdist","suggests"
"3543","fitteR","FatTailsR","suggests"
"3544","fitteR","fBasics","suggests"
"3545","fitteR","fExtremes","suggests"
"3546","fitteR","flexsurv","suggests"
"3547","fitteR","gambin","suggests"
"3548","fitteR","gb","suggests"
"3549","fitteR","GenBinomApps","suggests"
"3550","fitteR","GeneralizedHyperbolic","suggests"
"3551","fitteR","gld","suggests"
"3552","fitteR","GLDEX","suggests"
"3553","fitteR","glogis","suggests"
"3554","fitteR","GSM","suggests"
"3555","fitteR","hermite","suggests"
"3556","fitteR","HyperbolicDist","suggests"
"3557","fitteR","ihs","suggests"
"3558","fitteR","KScorrect","suggests"
"3559","fitteR","loglognorm","suggests"
"3560","fitteR","marg","suggests"
"3561","fitteR","mc2d","suggests"
"3562","fitteR","minimax","suggests"
"3563","fitteR","msm","suggests"
"3564","fitteR","nCDunnett","suggests"
"3565","fitteR","NormalLaplace","suggests"
"3566","fitteR","normalp","suggests"
"3567","fitteR","ParetoPosStable","suggests"
"3568","fitteR","PearsonDS","suggests"
"3569","fitteR","poistweedie","suggests"
"3570","fitteR","polyaAeppli","suggests"
"3571","fitteR","qmap","suggests"
"3572","fitteR","QRM","suggests"
"3573","fitteR","ReIns","suggests"
"3574","fitteR","reliaR","suggests"
"3575","fitteR","Renext","suggests"
"3576","fitteR","revdbayes","suggests"
"3577","fitteR","RMKdiscrete","suggests"
"3578","fitteR","RMTstat","suggests"
"3579","fitteR","sadists","suggests"
